Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
283,-0.52672,0.19847,0.04580,-1.01904,0.06641,-0.12915,0.00,0.00,0.00
284,-0.44275,-0.10687,0.17557,-1.01001,0.06665,-0.13428,0.00,0.00,0.00
285,-0.30534,-0.06107,0.22901,-1.01294,0.06763,-0.13159,0.00,0.00,0.00
286,-0.19084,0.33588,0.25954,-1.01733,0.06274,-0.13452,0.00,0.00,0.00
287,-0.04580,0.35115,0.22137,-1.02319,0.06738,-0.14233,0.00,0.00,0.00
288,-0.30534,0.11450,0.35115,-1.01489,0.06372,-0.13525,0.00,0.00,0.00
289,-0.45802,0.16031,0.26718,-1.01416,0.06372,-0.13843,0.00,0.00,0.00
290,-0.60305,-0.00763,0.32061,-1.01440,0.07153,-0.13379,0.00,0.00,0.00
291,-0.73282,0.07634,0.27481,-1.02100,0.07422,-0.13062,0.00,0.00,0.00
292,-0.92366,0.13740,0.40458,-1.01563,0.07104,-0.14478,0.00,0.00,0.00
293,-0.96183,-0.13740,0.24427,-1.01416,0.06714,-0.13452,0.00,0.00,0.00
294,-1.04580,0.14504,0.13740,-1.02026,0.07080,-0.12915,0.00,0.00,0.00
295,-1.12214,-0.02290,0.20611,-1.01929,0.06763,-0.13452,0.00,0.00,0.00
296,-1.20611,-0.12977,0.22137,-1.01660,0.06836,-0.13525,0.00,0.00,0.00
297,-1.57252,-0.25191,-0.03053,-1.01636,0.07446,-0.14648,0.00,0.00,0.00
298,-1.56489,-0.09160,0.13740,-1.01074,0.07837,-0.12988,0.00,0.00,0.00
299,-1.67176,-0.07634,-0.03817,-1.01489,0.07300,-0.14087,0.00,0.00,0.00
300,-1.47328,0.19847,-0.20611,-1.02051,0.06372,-0.13770,0.00,0.00,0.00
301,-1.25954,-0.09160,-0.17557,-1.01685,0.06958,-0.14331,0.00,0.00,0.00
302,-0.78626,0.25954,-0.13740,-1.01563,0.05615,-0.13428,0.00,0.00,0.00
303,-0.54962,0.29771,0.10687,-1.01392,0.06836,-0.14136,0.00,0.00,0.00
304,-0.52672,0.33588,0.11450,-1.01270,0.07251,-0.13623,0.00,0.00,0.00
305,-0.44275,0.25954,0.12214,-1.01001,0.06470,-0.12305,0.00,0.00,0.00
306,-0.56489,0.25191,0.21374,-1.01099,0.07007,-0.13477,0.00,0.00,0.00
307,-0.38931,0.32824,0.35115,-1.01489,0.06860,-0.13452,0.00,0.00,0.00
308,-0.13740,0.27481,0.40458,-1.01685,0.07520,-0.12964,0.00,0.00,0.00
309,-0.42748,0.05344,0.33588,-1.01611,0.07324,-0.14038,0.00,0.00,0.00
310,-0.61069,0.09924,0.36641,-1.01685,0.07153,-0.13574,0.00,0.00,0.00
311,-0.63359,0.23664,0.35115,-1.01880,0.07617,-0.13525,0.00,0.00,0.00
312,-0.74809,0.04580,0.32824,-1.02173,0.07422,-0.13257,0.00,0.00,0.00
313,-0.93893,0.25954,0.36641,-1.01074,0.07349,-0.13672,0.00,0.00,0.00
314,-0.96947,0.09924,0.26718,-1.01465,0.07495,-0.13794,0.00,0.00,0.00
315,-1.14504,0.10687,0.29771,-1.01611,0.07178,-0.13354,0.00,0.00,0.00
316,-1.05344,0.16794,0.26718,-1.01440,0.07837,-0.13037,0.00,0.00,0.00
317,-0.90840,0.00000,0.18321,-1.01489,0.07007,-0.13232,0.00,0.00,0.00
318,-0.61069,-0.03053,0.16794,-1.01636,0.06372,-0.13574,0.00,0.00,0.00
319,-0.96183,0.02290,0.32824,-1.02271,0.07715,-0.13062,0.00,0.00,0.00
320,-1.01527,-0.09924,0.07634,-1.01953,0.07739,-0.13403,0.00,0.00,0.00
321,-1.42748,-0.06870,0.25954,-1.01538,0.07178,-0.13989,0.00,0.00,0.00
322,-1.32824,-0.11450,0.02290,-1.01465,0.07178,-0.12866,0.00,0.00,0.00
323,-1.44275,0.26718,-0.06107,-1.01978,0.07080,-0.13965,0.00,0.00,0.00
324,-1.15267,0.09924,-0.07634,-1.01563,0.06616,-0.13989,0.00,0.00,0.00
325,-0.97710,0.21374,-0.03817,-1.01440,0.07178,-0.14526,0.00,0.00,0.00
326,-0.55725,0.08397,-0.07634,-1.01709,0.07031,-0.13013,0.00,0.00,0.00
327,-0.60305,0.03817,0.06870,-1.01221,0.07007,-0.12622,0.00,0.00,0.00
328,-0.44275,0.02290,0.32824,-1.01489,0.06812,-0.13989,0.00,0.00,0.00
329,-0.61069,0.15267,0.16794,-1.01465,0.07324,-0.12256,0.00,0.00,0.00
330,-0.52672,0.14504,0.27481,-1.01294,0.07495,-0.13745,0.00,0.00,0.00
331,-0.59542,0.27481,0.38168,-1.01318,0.06958,-0.13794,0.00,0.00,0.00
332,-0.62595,-0.03817,0.57252,-1.01563,0.06885,-0.13525,0.00,0.00,0.00
333,-0.74046,-0.02290,0.29008,-1.01660,0.06714,-0.13379,0.00,0.00,0.00
334,-0.73282,-0.15267,0.35115,-1.01440,0.07617,-0.14502,0.00,0.00,0.00
335,-0.76336,0.16031,0.26718,-1.00781,0.07422,-0.14111,0.00,0.00,0.00
336,-0.50382,0.09160,0.19847,-1.01563,0.07300,-0.13794,0.00,0.00,0.00
337,-0.69466,0.03817,0.27481,-1.01270,0.07300,-0.13208,0.00,0.00,0.00
338,-0.80916,0.19847,0.09924,-1.01782,0.07788,-0.13574,0.00,0.00,0.00
339,-0.51908,0.16031,-0.03817,-1.02051,0.06787,-0.13550,0.00,0.00,0.00
340,-0.42748,-0.12977,0.12214,-1.01733,0.07080,-0.12622,0.00,0.00,0.00
341,-0.59542,-0.03817,-0.21374,-1.01563,0.06934,-0.13574,0.00,0.00,0.00
342,-0.55725,0.04580,-0.19847,-1.01831,0.06909,-0.13965,0.00,0.00,0.00
343,-0.58779,0.06870,-0.16794,-1.01880,0.07275,-0.13745,0.00,0.00,0.00
344,-0.39695,0.09160,0.06870,-1.01831,0.07715,-0.14160,0.00,0.00,0.00
345,-0.48092,0.17557,-0.03053,-1.01563,0.07666,-0.13794,0.00,0.00,0.00
346,-0.61832,-0.09160,0.11450,-1.02100,0.07471,-0.13647,0.00,0.00,0.00
347,-0.86260,0.08397,0.05344,-1.01831,0.07593,-0.13794,0.00,0.00,0.00
348,-0.81679,0.01527,-0.00763,-1.01172,0.06812,-0.13647,0.00,0.00,0.00
349,-0.54198,0.13740,0.09924,-1.01636,0.06982,-0.14063,0.00,0.00,0.00
350,-0.54198,0.30534,0.18321,-1.01953,0.07593,-0.13770,0.00,0.00,0.00
351,-0.48855,0.04580,0.11450,-1.01465,0.07178,-0.13452,0.00,0.00,0.00
352,-0.51145,-0.04580,0.11450,-1.01880,0.07959,-0.13550,0.00,0.00,0.00
353,-0.41221,0.22137,0.29008,-1.01636,0.07471,-0.13525,0.00,0.00,0.00
354,-0.45802,0.16031,0.29008,-1.01660,0.07373,-0.13110,0.00,0.00,0.00
355,-0.68702,0.06870,0.23664,-1.01563,0.07031,-0.13892,0.00,0.00,0.00
356,-0.87023,0.03817,0.49618,-1.00781,0.07007,-0.13013,0.00,0.00,0.00
357,-0.80153,0.19847,0.20611,-1.01392,0.07715,-0.13892,0.00,0.00,0.00
358,-0.60305,0.25191,0.24427,-1.01831,0.07324,-0.12964,0.00,0.00,0.00
359,-0.67176,0.19847,0.10687,-1.02246,0.07422,-0.13647,0.00,0.00,0.00
360,-0.45038,0.40458,0.12977,-1.01270,0.07153,-0.14233,0.00,0.00,0.00
361,-0.36641,0.27481,0.30534,-1.01123,0.07202,-0.13818,0.00,0.00,0.00
362,-0.28244,0.19847,0.43511,-1.01416,0.06934,-0.13208,0.00,0.00,0.00
363,-0.36641,0.35878,0.32824,-1.00928,0.07007,-0.14185,0.00,0.00,0.00
364,-0.16794,0.37405,0.36641,-1.01929,0.07373,-0.14355,0.00,0.00,0.00
365,-0.08397,0.35878,0.41221,-1.02100,0.07446,-0.13428,0.00,0.00,0.00
366,0.10687,0.03053,0.43511,-1.01904,0.07275,-0.13477,0.00,0.00,0.00
367,0.08397,0.17557,0.30534,-1.02246,0.07397,-0.12842,0.00,0.00,0.00
368,0.03053,0.16794,0.70229,-1.02393,0.07422,-0.13989,0.00,0.00,0.00
369,-0.14504,0.32061,0.54962,-1.01294,0.07251,-0.12646,0.00,0.00,0.00
370,-0.16031,0.23664,0.43511,-1.01831,0.07275,-0.13867,0.00,0.00,0.00
371,-0.36641,0.25191,0.61832,-1.02075,0.07910,-0.13574,0.00,0.00,0.00
372,-0.32824,0.41985,0.68702,-1.01782,0.07446,-0.13843,0.00,0.00,0.00
373,-0.37405,0.19847,0.90076,-1.01929,0.07813,-0.13672,0.00,0.00,0.00
374,-0.37405,0.05344,0.61832,-1.01782,0.07642,-0.13330,0.00,0.00,0.00
375,-0.32061,0.00763,0.48092,-1.01709,0.08228,-0.14771,0.00,0.00,0.00
376,-0.14504,0.04580,0.42748,-1.01538,0.07861,-0.13330,0.00,0.00,0.00
377,-0.19084,0.00763,0.35115,-1.01416,0.07275,-0.13281,0.00,0.00,0.00
378,0.06870,0.15267,0.18321,-1.01514,0.07690,-0.13818,0.00,0.00,0.00
379,0.17557,0.00000,0.15267,-1.02075,0.07593,-0.12695,0.00,0.00,0.00
380,0.25954,0.19084,0.22901,-1.01831,0.08032,-0.13330,0.00,0.00,0.00
381,0.22901,-0.03817,0.19084,-1.01733,0.08081,-0.13647,0.00,0.00,0.00
382,0.21374,0.05344,0.03817,-1.01733,0.07813,-0.14160,0.00,0.00,0.00
383,-0.07634,0.19084,-0.04580,-1.02051,0.07617,-0.13696,0.00,0.00,0.00
384,0.08397,0.31298,0.01527,-1.01514,0.07642,-0.13550,0.00,0.00,0.00
385,0.17557,0.34351,0.12214,-1.01318,0.08154,-0.13599,0.00,0.00,0.00
386,0.22901,0.11450,-0.04580,-1.01416,0.07935,-0.13550,0.00,0.00,0.00
387,0.32824,0.31298,0.04580,-1.01660,0.07397,-0.12793,0.00,0.00,0.00
388,0.43511,0.22137,0.19847,-1.01025,0.07397,-0.13452,0.00,0.00,0.00
389,0.16031,0.19847,0.14504,-1.01416,0.07471,-0.14136,0.00,0.00,0.00
390,0.19084,0.18321,0.05344,-1.01318,0.07349,-0.13794,0.00,0.00,0.00
391,0.19847,0.10687,0.19084,-1.01416,0.06982,-0.13721,0.00,0.00,0.00
392,0.40458,0.35878,0.04580,-1.01929,0.08179,-0.14331,0.00,0.00,0.00
393,0.24427,0.19847,0.31298,-1.01416,0.08154,-0.13867,0.00,0.00,0.00
394,0.36641,0.16031,0.02290,-1.01978,0.07861,-0.13599,0.00,0.00,0.00
395,0.24427,-0.04580,0.08397,-1.01465,0.07910,-0.13843,0.00,0.00,0.00
396,0.22137,0.19084,-0.02290,-1.01831,0.08057,-0.13477,0.00,0.00,0.00
397,-0.00763,0.30534,-0.08397,-1.01807,0.08423,-0.13696,0.00,0.00,0.00
398,-0.06107,0.25954,-0.06107,-1.00977,0.07471,-0.13354,0.00,0.00,0.00
399,0.06870,0.26718,0.06870,-1.01709,0.07129,-0.14624,0.00,0.00,0.00
400,-0.05344,0.20611,0.07634,-1.01733,0.07324,-0.14209,0.00,0.00,0.00
401,0.14504,0.28244,0.21374,-1.01123,0.07373,-0.12964,0.00,0.00,0.00
402,0.00000,0.17557,0.28244,-1.01709,0.07764,-0.13525,0.00,0.00,0.00
403,-0.14504,-0.02290,0.25954,-1.01660,0.08496,-0.13965,0.00,0.00,0.00
404,-0.38931,0.06870,0.05344,-1.01270,0.08667,-0.13867,0.00,0.00,0.00
405,-0.41221,0.18321,0.16031,-1.01367,0.07446,-0.13867,0.00,0.00,0.00
406,-0.61832,0.12977,0.06107,-1.01978,0.07935,-0.13477,0.00,0.00,0.00
407,-0.40458,0.12214,-0.06870,-1.01831,0.07275,-0.13794,0.00,0.00,0.00
408,-0.35878,0.41985,-0.00763,-1.01001,0.07397,-0.13794,0.00,0.00,0.00
409,-0.53435,0.19847,-0.05344,-1.01611,0.08398,-0.14233,0.00,0.00,0.00
410,-0.37405,0.13740,-0.24427,-1.01074,0.07129,-0.13501,0.00,0.00,0.00
411,-0.66412,0.07634,-0.29008,-1.00586,0.07568,-0.14429,0.00,0.00,0.00
412,-0.26718,0.04580,-0.22901,-1.01367,0.07764,-0.13574,0.00,0.00,0.00
413,-0.58015,0.16794,-0.34351,-1.01392,0.07568,-0.13525,0.00,0.00,0.00
414,-0.35878,0.35878,-0.21374,-1.01587,0.08276,-0.14185,0.00,0.00,0.00
415,-0.58779,0.38168,-0.24427,-1.02368,0.08325,-0.14087,0.00,0.00,0.00
416,-0.58015,0.41221,-0.14504,-1.01978,0.08032,-0.14453,0.00,0.00,0.00
417,-0.64122,0.25954,-0.33588,-1.01929,0.08228,-0.13721,0.00,0.00,0.00
418,-0.57252,0.31298,-0.16794,-1.01318,0.08105,-0.13257,0.00,0.00,0.00
419,-0.39695,0.09160,-0.16794,-1.01587,0.08350,-0.13940,0.00,0.00,0.00
420,-0.51145,0.00763,-0.29008,-1.01367,0.07764,-0.13501,0.00,0.00,0.00
421,-0.70229,0.09924,-0.23664,-1.01709,0.08154,-0.13989,0.00,0.00,0.00
422,-0.90076,0.05344,-0.28244,-1.01929,0.08081,-0.13501,0.00,0.00,0.00
423,-0.77099,0.09160,-0.18321,-1.01660,0.08276,-0.13501,0.00,0.00,0.00
424,-0.79389,0.14504,-0.32061,-1.00830,0.07813,-0.13403,0.00,0.00,0.00
425,-1.21374,0.26718,-0.29008,-1.01245,0.07983,-0.13501,0.00,0.00,0.00
426,-1.17557,0.34351,-0.45038,-1.01611,0.07739,-0.14209,0.00,0.00,0.00
427,-1.00000,0.41221,-0.50382,-1.00977,0.07837,-0.14331,0.00,0.00,0.00
428,-0.82443,0.09160,-0.70992,-1.01318,0.08350,-0.14185,0.00,0.00,0.00
429,-0.74046,0.30534,-0.93130,-1.01636,0.07983,-0.12671,0.00,0.00,0.00
430,-0.53435,0.38168,-0.65649,-1.02026,0.07349,-0.13062,0.00,0.00,0.00
431,-0.60305,0.41221,-0.30534,-1.01636,0.07568,-0.13965,0.00,0.00,0.00
432,-0.53435,0.58015,-0.36641,-1.01587,0.07178,-0.13940,0.00,0.00,0.00
433,-1.13740,0.64122,-0.08397,-1.01318,0.08228,-0.13696,0.00,0.00,0.00
434,-1.26718,0.47328,-0.05344,-1.01538,0.08276,-0.13550,0.00,0.00,0.00
435,-1.78626,0.36641,-0.08397,-1.01123,0.07642,-0.14111,0.00,0.00,0.00
436,-2.11450,0.39695,0.03053,-1.01660,0.07935,-0.14551,0.00,0.00,0.00
437,-2.06870,0.36641,0.12214,-1.02368,0.08008,-0.13428,0.00,0.00,0.00
438,-2.09160,0.12214,0.19847,-1.01196,0.07739,-0.14160,0.00,0.00,0.00
439,-2.06107,0.24427,0.12977,-1.01367,0.07764,-0.13770,0.00,0.00,0.00
440,-2.09924,0.12214,0.12214,-1.01978,0.07593,-0.13477,0.00,0.00,0.00
441,-2.09924,0.21374,0.19084,-1.01807,0.07373,-0.14160,0.00,0.00,0.00
442,-1.80153,0.25191,0.22901,-1.01563,0.07837,-0.13794,0.00,0.00,0.00
443,-1.90076,0.49618,0.16794,-1.01514,0.07837,-0.13159,0.00,0.00,0.00
444,-1.96947,0.25954,0.32824,-1.01685,0.07935,-0.13086,0.00,0.00,0.00
445,-1.93130,0.12214,0.48092,-1.01929,0.07593,-0.13672,0.00,0.00,0.00
446,-1.95420,0.18321,0.30534,-1.01831,0.08008,-0.14111,0.00,0.00,0.00
447,-1.91603,0.19847,0.32061,-1.01831,0.08203,-0.14575,0.00,0.00,0.00
448,-1.79389,0.24427,0.20611,-1.00830,0.08130,-0.13989,0.00,0.00,0.00
449,-1.87023,0.15267,0.14504,-1.01245,0.08472,-0.13965,0.00,0.00,0.00
450,-1.77863,0.23664,0.42748,-1.01904,0.07935,-0.14478,0.00,0.00,0.00
451,-1.55725,-0.04580,0.39695,-1.02075,0.07959,-0.13452,0.00,0.00,0.00
452,-1.30534,0.05344,0.28244,-1.01880,0.08838,-0.13672,0.00,0.00,0.00
453,-1.03053,0.01527,0.25954,-1.01050,0.08154,-0.13159,0.00,0.00,0.00
454,-0.84733,-0.08397,-0.11450,-1.01318,0.08276,-0.13965,0.00,0.00,0.00
455,-0.83206,-0.16794,-0.18321,-1.01294,0.07935,-0.13818,0.00,0.00,0.00
456,-0.92366,0.08397,-0.28244,-1.01514,0.08228,-0.13672,0.00,0.00,0.00
457,-0.64885,-0.05344,-0.11450,-1.01782,0.07837,-0.14380,0.00,0.00,0.00
458,-0.98473,-0.32824,-0.12214,-1.01709,0.07690,-0.13525,0.00,0.00,0.00
459,-0.68702,-0.06870,-0.24427,-1.01758,0.07666,-0.13867,0.00,0.00,0.00
460,-0.68702,-0.12214,-0.36641,-1.01489,0.07983,-0.13403,0.00,0.00,0.00
461,-0.32061,-0.01527,-0.39695,-1.01172,0.07886,-0.14380,0.00,0.00,0.00
462,-0.17557,-0.19084,-0.38168,-1.00586,0.07739,-0.14917,0.00,0.00,0.00
463,0.07634,-0.13740,-0.48092,-1.01953,0.07788,-0.13477,0.00,0.00,0.00
464,0.10687,0.00763,-0.38931,-1.01953,0.07739,-0.13745,0.00,0.00,0.00
465,0.09924,-0.16031,-0.41221,-1.01880,0.08179,-0.14209,0.00,0.00,0.00
466,-0.03053,0.14504,-0.39695,-1.01123,0.07520,-0.14014,0.00,0.00,0.00
467,-0.25191,0.09924,-0.41221,-1.01929,0.07886,-0.13770,0.00,0.00,0.00
468,-0.02290,0.08397,-0.29008,-1.01855,0.07520,-0.13843,0.00,0.00,0.00
469,-0.03817,0.25191,-0.29008,-1.01416,0.07642,-0.13867,0.00,0.00,0.00
470,0.03053,0.15267,-0.28244,-1.01172,0.07813,-0.13306,0.00,0.00,0.00
471,0.09160,0.16031,-0.29771,-1.01245,0.07275,-0.15039,0.00,0.00,0.00
472,-0.03053,0.16031,-0.21374,-1.00781,0.07886,-0.13916,0.00,0.00,0.00
473,0.36641,0.35878,-0.32061,-1.01636,0.08203,-0.14478,0.00,0.00,0.00
474,0.19084,0.15267,-0.33588,-1.01587,0.07764,-0.14331,0.00,0.00,0.00
475,0.01527,0.16031,-0.17557,-1.01123,0.07764,-0.13623,0.00,0.00,0.00
476,-0.08397,0.03053,-0.32061,-1.01416,0.08740,-0.14404,0.00,0.00,0.00
477,-0.08397,0.16031,-0.48092,-1.01685,0.08350,-0.14038,0.00,0.00,0.00
478,-0.21374,0.01527,-0.61832,-1.01245,0.08203,-0.13159,0.00,0.00,0.00
479,0.09924,0.09924,-0.70992,-1.01563,0.07837,-0.14819,0.00,0.00,0.00
480,-0.22901,0.24427,-0.64122,-1.01807,0.08398,-0.14111,0.00,0.00,0.00
481,-0.03053,0.33588,-0.47328,-1.01855,0.07935,-0.14160,0.00,0.00,0.00
482,0.03053,0.09924,-0.47328,-1.01514,0.07642,-0.13892,0.00,0.00,0.00
483,0.14504,-0.02290,-0.35878,-1.01465,0.08252,-0.14697,0.00,0.00,0.00
484,0.17557,0.09160,-0.25954,-1.01489,0.07739,-0.14160,0.00,0.00,0.00
485,0.17557,0.06107,-0.28244,-1.00879,0.07886,-0.14697,0.00,0.00,0.00
486,0.06870,0.02290,-0.24427,-1.01050,0.07715,-0.13037,0.00,0.00,0.00
487,-0.00763,-0.01527,-0.06870,-1.01294,0.08276,-0.13794,0.00,0.00,0.00
488,0.04580,0.06107,0.12977,-1.00684,0.06836,-0.13892,0.00,0.00,0.00
489,0.11450,-0.01527,-0.05344,-1.01416,0.07153,-0.13623,0.00,0.00,0.00
490,0.05344,0.06870,-0.06870,-1.01685,0.07739,-0.14453,0.00,0.00,0.00
491,0.42748,0.02290,0.22137,-1.01563,0.08032,-0.13770,0.00,0.00,0.00
492,0.54198,0.20611,0.05344,-1.01733,0.07764,-0.13184,0.00,0.00,0.00
493,0.29771,0.20611,-0.08397,-1.00903,0.08325,-0.14307,0.00,0.00,0.00
494,0.32824,0.12214,-0.10687,-1.01563,0.07837,-0.14185,0.00,0.00,0.00
495,-0.06870,-0.03053,-0.15267,-1.02026,0.08301,-0.14746,0.00,0.00,0.00
496,0.10687,0.16031,-0.23664,-1.01514,0.08374,-0.12866,0.00,0.00,0.00
497,0.10687,0.07634,-0.18321,-1.01343,0.07959,-0.14038,0.00,0.00,0.00
498,0.18321,-0.12977,-0.41985,-1.00830,0.08081,-0.14404,0.00,0.00,0.00
499,0.07634,-0.14504,-0.42748,-1.01245,0.08130,-0.14307,0.00,0.00,0.00
500,-0.00763,-0.16794,-0.54962,-1.01099,0.08203,-0.13306,0.00,0.00,0.00
501,-0.17557,-0.01527,-0.45038,-1.01636,0.08081,-0.14307,0.00,0.00,0.00
502,-0.15267,-0.10687,-0.89313,-1.01343,0.08008,-0.13940,0.00,0.00,0.00
503,-0.13740,-0.14504,-0.93130,-1.01318,0.07764,-0.13892,0.00,0.00,0.00
504,-0.11450,0.14504,-0.59542,-1.00586,0.07739,-0.13794,0.00,0.00,0.00
505,0.17557,0.10687,-0.54962,-1.01221,0.08203,-0.12988,0.00,0.00,0.00
506,-0.07634,0.15267,-0.53435,-1.01978,0.07056,-0.14819,0.00,0.00,0.00
507,0.00000,-0.13740,-0.41221,-1.01685,0.08301,-0.14136,0.00,0.00,0.00
508,0.01527,-0.02290,-0.39695,-1.01416,0.08008,-0.14233,0.00,0.00,0.00
509,0.00763,-0.03053,-0.37405,-1.01929,0.08081,-0.14185,0.00,0.00,0.00
510,0.25954,-0.05344,-0.24427,-1.01025,0.07617,-0.13940,0.00,0.00,0.00
511,0.25191,0.18321,-0.39695,-1.00854,0.07324,-0.14282,0.00,0.00,0.00
512,-0.03817,0.16794,-0.28244,-1.01514,0.07935,-0.13916,0.00,0.00,0.00
513,0.28244,0.01527,-0.32824,-1.01929,0.08057,-0.13770,0.00,0.00,0.00
514,0.12977,0.19084,-0.34351,-1.01929,0.07422,-0.13672,0.00,0.00,0.00
515,0.09924,0.22137,-0.23664,-1.01782,0.08496,-0.13892,0.00,0.00,0.00
516,-0.00763,0.14504,-0.32061,-1.01465,0.08252,-0.13330,0.00,0.00,0.00
517,0.03817,0.01527,-0.54962,-1.00830,0.07471,-0.14185,0.00,0.00,0.00
518,-0.01527,0.36641,-0.28244,-1.01563,0.08105,-0.13843,0.00,0.00,0.00
519,0.03053,0.00763,-0.43511,-1.01440,0.08032,-0.14600,0.00,0.00,0.00
520,0.03053,0.20611,-0.35115,-1.02100,0.08154,-0.13208,0.00,0.00,0.00
521,0.03053,0.11450,-0.40458,-1.01294,0.07495,-0.13989,0.00,0.00,0.00
522,-0.18321,0.09160,-0.60305,-1.01416,0.08691,-0.13892,0.00,0.00,0.00
523,-0.09924,-0.10687,-0.57252,-1.01929,0.07764,-0.14111,0.00,0.00,0.00
524,-0.14504,0.06107,-0.58015,-1.01733,0.08203,-0.13794,0.00,0.00,0.00
525,-0.16031,0.19084,-0.28244,-1.01904,0.07666,-0.13892,0.00,0.00,0.00
526,-0.21374,0.16031,-0.38168,-1.01245,0.07739,-0.14063,0.00,0.00,0.00
527,-0.29008,0.27481,-0.33588,-1.01367,0.07983,-0.14355,0.00,0.00,0.00
528,-0.18321,0.13740,-0.38168,-1.01221,0.08008,-0.13159,0.00,0.00,0.00
529,-0.14504,0.11450,-0.44275,-1.01733,0.07617,-0.13330,0.00,0.00,0.00
530,-0.11450,0.20611,-0.31298,-1.01538,0.07764,-0.13599,0.00,0.00,0.00
531,-0.03053,0.13740,-0.32824,-1.01416,0.08203,-0.13794,0.00,0.00,0.00
532,0.02290,0.25954,-0.10687,-1.01611,0.08130,-0.13599,0.00,0.00,0.00
533,-0.13740,0.30534,-0.28244,-1.01147,0.07788,-0.13892,0.00,0.00,0.00
534,-0.14504,0.12214,-0.19084,-1.00903,0.07886,-0.14917,0.00,0.00,0.00
535,-0.32824,-0.18321,-0.48092,-1.00903,0.07910,-0.13647,0.00,0.00,0.00
536,-0.16031,0.12977,-0.46565,-1.01270,0.08276,-0.13477,0.00,0.00,0.00
537,-0.06107,0.29771,-0.29008,-1.01978,0.07910,-0.14624,0.00,0.00,0.00
538,-0.08397,0.19084,-0.39695,-1.01758,0.07153,-0.13306,0.00,0.00,0.00
539,-0.12977,0.09924,-0.48855,-1.01733,0.07983,-0.14014,0.00,0.00,0.00
540,-0.03817,0.38168,-0.36641,-1.01611,0.07886,-0.13770,0.00,0.00,0.00
541,-0.08397,0.27481,-0.30534,-1.01636,0.08276,-0.14014,0.00,0.00,0.00
542,-0.22901,0.42748,-0.37405,-1.01611,0.08301,-0.13354,0.00,0.00,0.00
543,-0.19084,0.19084,-0.54198,-1.01172,0.07715,-0.13965,0.00,0.00,0.00
544,-0.01527,0.22137,-0.28244,-1.01855,0.08008,-0.13818,0.00,0.00,0.00
545,-0.01527,0.10687,-0.48092,-1.01514,0.08203,-0.14795,0.00,0.00,0.00
546,-0.12214,0.15267,-0.34351,-1.01343,0.07910,-0.14136,0.00,0.00,0.00
547,-0.08397,0.43511,-0.28244,-1.01416,0.07788,-0.13770,0.00,0.00,0.00
548,-0.29008,0.31298,-0.32824,-1.01538,0.08521,-0.13989,0.00,0.00,0.00
549,-0.10687,0.22901,-0.42748,-1.01172,0.08374,-0.13696,0.00,0.00,0.00
550,-0.29771,0.26718,-0.32824,-1.01245,0.07690,-0.14795,0.00,0.00,0.00
551,-0.42748,0.18321,-0.33588,-1.01050,0.07495,-0.13623,0.00,0.00,0.00
552,-0.21374,0.20611,-0.37405,-1.01172,0.08008,-0.14038,0.00,0.00,0.00
553,-0.31298,0.37405,-0.43511,-1.01367,0.07715,-0.14478,0.00,0.00,0.00
554,-0.35878,0.32061,-0.31298,-1.01465,0.08105,-0.14233,0.00,0.00,0.00
555,-0.31298,0.14504,-0.30534,-1.01245,0.08130,-0.13721,0.00,0.00,0.00
556,-0.25954,0.33588,-0.31298,-1.01978,0.07520,-0.14038,0.00,0.00,0.00
557,-0.09924,0.33588,-0.56489,-1.01538,0.07520,-0.14917,0.00,0.00,0.00
558,-0.12977,0.28244,-0.54962,-1.00684,0.07275,-0.13818,0.00,0.00,0.00
559,-0.25954,0.25954,-0.47328,-1.02002,0.08276,-0.13525,0.00,0.00,0.00
560,-0.06870,0.23664,-0.48092,-1.01563,0.07666,-0.14136,0.00,0.00,0.00
561,-0.08397,0.32824,-0.60305,-1.00830,0.07642,-0.13232,0.00,0.00,0.00
562,-0.35878,0.22137,-0.32824,-1.01392,0.08057,-0.13867,0.00,0.00,0.00
563,-0.11450,0.35878,-0.56489,-1.01831,0.07739,-0.14575,0.00,0.00,0.00
564,-0.10687,0.38931,-0.23664,-1.01978,0.07300,-0.13965,0.00,0.00,0.00
565,-0.10687,0.23664,-0.31298,-1.00830,0.07568,-0.13818,0.00,0.00,0.00
566,0.05344,-0.01527,-0.41221,-1.01563,0.07544,-0.13794,0.00,0.00,0.00
567,-0.01527,0.29771,-0.17557,-1.01807,0.07275,-0.13428,0.00,0.00,0.00
568,-0.02290,0.15267,-0.19847,-1.01636,0.08521,-0.14600,0.00,0.00,0.00
569,-0.13740,0.13740,-0.33588,-1.01318,0.07373,-0.14575,0.00,0.00,0.00
570,-0.26718,0.01527,-0.25191,-1.01660,0.08740,-0.13940,0.00,0.00,0.00
571,-0.16031,0.37405,-0.26718,-1.00977,0.07959,-0.14160,0.00,0.00,0.00
572,-0.18321,0.12214,-0.33588,-1.02734,0.07935,-0.15039,0.00,0.00,0.00
573,-0.03053,0.44275,-0.31298,-1.01294,0.07104,-0.14014,0.00,0.00,0.00
574,0.02290,0.38168,-0.19084,-1.01489,0.07813,-0.14038,0.00,0.00,0.00
